iter	Logloss
213	0.2755555511
214	0.2745499015
215	0.2734861076
216	0.2724195123
217	0.271150291
218	0.2696202993
219	0.2682031393
220	0.2671869993
221	0.2663533092
222	0.2654146552
223	0.2642658353
224	0.2634479403
225	0.2626012564
226	0.2617297173
227	0.2606759071
228	0.2597094178
229	0.2587536573
230	0.2577783763
231	0.256742835
232	0.2560040057
233	0.2550852001
234	0.2544082999
235	0.2536066473
236	0.2525986433
237	0.2516228557
238	0.2506832778
239	0.2498218268
240	0.2485349923
241	0.2477461994
242	0.2469345629
243	0.2461482286
244	0.2454953939
245	0.2446129769
246	0.2436106205
247	0.2427577227
248	0.2418857366
249	0.2410368025
250	0.2402048111
251	0.2393152565
252	0.2382627726
253	0.2374204695
254	0.2367210984
255	0.2359288186
256	0.235103637
257	0.2341924757
258	0.2330489457
259	0.2323273271
260	0.2313625515
261	0.230591774
262	0.2298171818
263	0.2290316969
264	0.2282985747
265	0.2273059189
266	0.2266161144
267	0.2258295864
268	0.2249635607
269	0.2242267281
270	0.2233864963
271	0.2226347029
272	0.2218763381
273	0.2212932408
274	0.220587045
275	0.2199444622
276	0.2190828174
277	0.2183537483
278	0.2176348865
279	0.2167247534
280	0.2160258442
281	0.2152957171
282	0.2145035565
283	0.2138125896
284	0.212746501
285	0.212046057
286	0.2113537192
287	0.2107051015
288	0.2097437978
289	0.2091113776
290	0.2083302736
291	0.2075353712
292	0.206848681
293	0.2061719596
294	0.2053166032
295	0.2043599486
296	0.203863278
297	0.2029724717
298	0.2023326755
299	0.2014849335
300	0.2007701546
301	0.1999454796
302	0.1993464828
303	0.1987987757
304	0.1981131285
305	0.1975445449
306	0.196879223
307	0.1962484419
308	0.1956918687
309	0.1951142401
310	0.1945040822
311	0.193866834
312	0.1933510005
313	0.1927022934
314	0.1920931637
315	0.1914710999
316	0.190876931
317	0.1902913153
318	0.1894416511
319	0.188714087
320	0.1881249547
321	0.1874852329
322	0.1868956983
323	0.1862336248
324	0.1855691969
325	0.1849475205
326	0.1842817962
327	0.183674112
328	0.1832495779
329	0.1827709526
330	0.1821849793
331	0.1816730946
332	0.1810443848
333	0.1804933399
334	0.1799966991
335	0.1795675159
336	0.1790784597
337	0.1785618365
338	0.178041786
339	0.1774833798
340	0.1769325137
341	0.1764623672
342	0.1759235859
343	0.1754253805
344	0.1749532819
345	0.1741446853
346	0.1734675467
347	0.1729169637
348	0.1724587381
349	0.1720179915
350	0.1715634316
351	0.1710249186
352	0.1706975698
353	0.1700842977
354	0.1695182025
355	0.1689406037
356	0.1684341282
357	0.1679663062
358	0.1674528122
359	0.1668756902
360	0.1663835198
361	0.1659268141
362	0.1653772891
363	0.1648768038
364	0.1644157767
365	0.1639089584
366	0.163430959
367	0.1629721075
368	0.1625077873
369	0.1620317698
370	0.1615827829
371	0.1609288156
372	0.160362348
373	0.1599151939
374	0.1595245302
375	0.1589550972
376	0.1584383845
377	0.1579938829
378	0.1575731933
379	0.1571093053
380	0.1566288918
381	0.1562207043
382	0.1556502283
383	0.1552251279
384	0.1547498405
385	0.1542212367
386	0.1536903083
387	0.1532111317
388	0.152687341
389	0.1521281898
390	0.1516841352
391	0.1512493193
392	0.1508192122
393	0.1503452659
394	0.1499649882
395	0.1494765133
396	0.1489753425
397	0.1485528052
398	0.1481922269
399	0.1478238553
400	0.1474594027
401	0.1471149772
402	0.1466488987
403	0.1462135911
404	0.1456998289
405	0.1452788413
406	0.1449081153
407	0.1444581151
408	0.1437816918
409	0.143344596
410	0.1429354846
411	0.1423226595
412	0.1419078857
413	0.1415118575
414	0.1409772336
415	0.1406667084
416	0.1402841806
417	0.1398968995
418	0.1395054013
419	0.1391203105
420	0.138723433
421	0.13839522
422	0.1380173564
423	0.1376490295
424	0.1373048723
425	0.1367965937
426	0.1363476813
427	0.1359309554
428	0.135562703
429	0.1351868659
430	0.1348347068
431	0.1342201382
432	0.1338579059
433	0.1334772408
434	0.1330192685
435	0.1326711327
436	0.1322164536
437	0.1318739355
438	0.1315693557
439	0.1311825365
440	0.1308826208
441	0.1305697858
442	0.1302518547
443	0.1299186349
444	0.1295609176
445	0.1292572021
446	0.128917709
447	0.1285518408
448	0.1282541752
449	0.1278120875
450	0.1274238527
451	0.1271025538
452	0.1268063784
453	0.1264968216
454	0.1262148321
455	0.1259264201
456	0.1254400015
457	0.1251442581
458	0.1247922257
459	0.1244977415
460	0.124283269
461	0.1240637824
462	0.1237002388
463	0.1234083921
464	0.123092398
465	0.1227758527
466	0.1224756241
467	0.1221928596
468	0.1217463464
469	0.1212882474
470	0.1208853871
471	0.1206232309
472	0.1201518625
473	0.1198535264
474	0.1195012927
475	0.1192299649
476	0.1189715266
477	0.118656002
478	0.1182736605
479	0.1179905683
480	0.1176978573
481	0.1171869189
482	0.1168363094
483	0.1166056916
484	0.1162973344
485	0.1159765199
486	0.1156995744
487	0.1154086813
488	0.1150884926
489	0.1148212031
490	0.1145629138
491	0.1141982898
492	0.113929987
493	0.1136709005
494	0.1133538187
495	0.1129953861
496	0.1127290502
497	0.1124799401
498	0.1121837944
499	0.1119210348
500	0.1116475761
501	0.1113639623
502	0.1110288724
503	0.1107322052
504	0.1104276478
505	0.1101327166
506	0.1098175347
507	0.1093921661
508	0.1091675311
509	0.1089729518
510	0.1087573171
511	0.1084541008
512	0.1082129553
513	0.1079671383
514	0.107595697
515	0.1073547453
516	0.1070925295
517	0.1067453399
518	0.1064913198
519	0.1061604321
520	0.1059135497
521	0.1056495011
522	0.1054056883
523	0.1051644012
524	0.1048045903
525	0.1045696139
526	0.1043171436
527	0.1039510593
528	0.1036459208
529	0.1033278853
530	0.103081733
531	0.1028625965
532	0.1026275903
533	0.102400139
534	0.1021836624
535	0.1019570231
536	0.1017398983
537	0.1013487428
538	0.1011355296
539	0.1009466648
540	0.1007311568
541	0.1005099714
542	0.1001388207
543	0.09976807982
544	0.0996183753
545	0.09940211475
546	0.09911778569
547	0.09893585742
548	0.09856075048
549	0.09833481908
550	0.09813459218
551	0.09786723554
552	0.09768261015
553	0.09747394919
554	0.09728202224
555	0.09706894308
556	0.09680310637
557	0.09652924538
558	0.09629890323
559	0.09599331021
560	0.09573563933
561	0.09552802145
562	0.0951712206
563	0.09496413171
564	0.0947553888
565	0.09456902742
566	0.09434048831
567	0.09414111823
568	0.09393690526
569	0.0937192142
570	0.09353242815
571	0.09329727292
572	0.09308458865
573	0.09283685684
574	0.0926772207
575	0.09245471656
576	0.09221089631
577	0.09198821336
578	0.09178013355
579	0.09159561247
580	0.09137353301
581	0.09118872136
582	0.09095148742
583	0.09073902667
584	0.09059670568
585	0.09032204747
586	0.0901350528
587	0.08992852271
588	0.08974309266
589	0.0895710364
590	0.08938138187
591	0.08916988969
592	0.08897577226
593	0.08870066702
594	0.08851869404
595	0.08833097667
596	0.08814332634
597	0.0879322961
598	0.08759315312
599	0.08737364411
600	0.08706684411
601	0.08687704802
602	0.08659471571
603	0.08632479608
604	0.08610890806
605	0.08589276671
606	0.08571054041
607	0.08547590673
608	0.08525500447
609	0.08507241309
610	0.08488127589
611	0.08465952426
612	0.08442488313
613	0.08414648473
614	0.08397101611
615	0.08377765119
616	0.08361884207
617	0.08346194029
618	0.08323421329
619	0.08306875825
620	0.08287476003
621	0.08266176283
622	0.0824791491
623	0.08237710595
624	0.08222275227
625	0.0820794329
626	0.08186520636
627	0.08165486157
628	0.08148212731
629	0.08127789199
630	0.08115831017
631	0.08099320531
632	0.08082481474
633	0.0805240497
634	0.08035242558
635	0.08016637713
636	0.07989981771
637	0.07975430787
638	0.07958302647
639	0.07941228896
640	0.07923471183
641	0.07909528911
642	0.07893933356
643	0.07877786458
644	0.07863403112
645	0.07842571288
646	0.07822687924
647	0.07803618163
648	0.07783614099
649	0.07769567519
650	0.0775488168
651	0.07741484791
652	0.07715936005
653	0.07696920633
654	0.07679119706
655	0.07663375884
656	0.07648770511
657	0.07629621029
658	0.07614921033
659	0.07600079477
660	0.07585857809
661	0.0756181553
662	0.07546131313
663	0.07521489263
664	0.07508189976
665	0.07492734492
666	0.07477795333
667	0.07463264465
668	0.07448808849
669	0.07435215265
670	0.07422725856
671	0.07410219312
672	0.07397295535
673	0.07381567359
674	0.0736412853
675	0.0735117197
676	0.07338159531
677	0.07321690023
678	0.0730650872
679	0.07293417305
680	0.07279648632
681	0.07263790071
682	0.07251882553
683	0.07236291468
684	0.07212431729
685	0.07199984789
686	0.07183988392
687	0.07171630114
688	0.07157973945
689	0.07144425809
690	0.07131825387
691	0.071138978
692	0.07100779563
693	0.07087305188
694	0.07075939327
695	0.07053472102
696	0.07039617002
697	0.07026778162
698	0.07015151531
699	0.06997966021
700	0.06975855678
701	0.06962928176
702	0.06948877871
703	0.06935059279
704	0.06921941787
705	0.06904684007
706	0.06892734766
707	0.06882505119
708	0.06870224327
709	0.06859266013
710	0.06847375631
711	0.06835058331
712	0.06820208579
713	0.06807628274
714	0.06795580685
715	0.06781411171
716	0.06764616817
717	0.06741425395
718	0.06731334329
719	0.0671941787
720	0.06706685573
721	0.06695018709
722	0.06679311395
723	0.06667499244
724	0.06646840274
725	0.0663446039
726	0.06617096066
727	0.06605194509
728	0.06591649354
729	0.0658159554
730	0.06565473974
731	0.06551147997
732	0.06540577114
733	0.06526397169
734	0.06517022848
735	0.06507432461
736	0.06496430188
737	0.06486345828
738	0.06474692374
739	0.06461258233
740	0.06447315216
741	0.06435532868
742	0.06421679258
743	0.06409990788
744	0.06394549459
745	0.0638172105
746	0.06370322406
747	0.06360782683
748	0.06348190457
749	0.06337846816
750	0.06322653592
751	0.06313309073
752	0.06302882731
753	0.06290754676
754	0.06280576438
755	0.06270724535
756	0.06259334832
757	0.06242610514
758	0.06231890991
759	0.0621316582
760	0.06199804321
761	0.06190476939
762	0.06179995835
763	0.06169742346
764	0.06158502027
765	0.06149806082
766	0.06131619588
767	0.06122275814
768	0.06110990047
769	0.06098374724
770	0.06087597832
771	0.06075489521
772	0.06057661772
773	0.06047959626
774	0.06037238985
775	0.060212899
776	0.06010673195
777	0.05998970196
778	0.05987614021
779	0.05974434689
780	0.05965634435
781	0.05956423283
782	0.05947491899
783	0.05938190222
784	0.05928942561
785	0.05917507783
786	0.05909460783
787	0.05900301784
788	0.05890402198
789	0.05880019814
790	0.05868138
791	0.0585776642
792	0.0584426634
793	0.05833061039
794	0.0582366623
795	0.05813274533
796	0.05797868595
797	0.0578895621
798	0.05780097842
799	0.05769366398
800	0.05761036277
801	0.05751287192
802	0.05742172152
803	0.05725781992
804	0.05717090145
805	0.05704399943
806	0.05696541816
807	0.05685088784
808	0.05675955862
809	0.05667294562
810	0.05656001717
811	0.05648108572
812	0.05634999275
813	0.05621097237
814	0.05608136207
815	0.05599546432
816	0.0559158735
817	0.05574116111
818	0.05565831065
819	0.05554398149
820	0.0554272905
821	0.0553394556
822	0.05525093153
823	0.05516778678
824	0.05508973077
825	0.05502697453
826	0.05494521558
827	0.05486310273
828	0.05477739871
829	0.05469284952
830	0.05460106954
831	0.05443316698
832	0.05435292423
833	0.05425015837
834	0.05416840315
835	0.05406456068
836	0.05396286026
837	0.0538687557
838	0.05377173051
839	0.05365539715
840	0.05354619399
841	0.0534559004
842	0.05337224901
843	0.05327966809
844	0.05318130925
845	0.05309465155
846	0.05293285474
847	0.05285244063
848	0.05276443809
849	0.05268961936
850	0.0526047796
851	0.05253219977
852	0.05245280266
853	0.05231529474
854	0.05223281682
855	0.05212162435
856	0.05203149468
857	0.0519525595
858	0.0518733561
859	0.05180698633
860	0.05171888322
861	0.05164827406
862	0.05155415833
863	0.05147043988
864	0.05139575899
865	0.05133384466
866	0.05121516436
867	0.05114469305
868	0.05107518286
869	0.05100459605
870	0.05088253319
871	0.05080451816
872	0.05068704858
873	0.0505650416
874	0.05049389601
875	0.05037906766
876	0.05022960901
877	0.05016768724
878	0.05009889975
879	0.05003098398
880	0.04993843287
881	0.04985553026
882	0.0497777909
883	0.04970819503
884	0.04962832853
885	0.04954645783
886	0.04947753996
887	0.04940649122
888	0.04931337386
889	0.04924565554
890	0.04918651655
891	0.0491085127
892	0.04902081192
893	0.04894611612
894	0.04888442531
895	0.04881478101
896	0.04872783646
897	0.04864661396
898	0.04858054221
899	0.04850943387
900	0.04842226207
901	0.0483565256
902	0.04828810692
903	0.04820211232
904	0.04812170565
905	0.04803520069
906	0.04797250032
907	0.04783367738
908	0.04775948077
909	0.04768453911
910	0.04761919379
911	0.04755424708
912	0.0474716574
913	0.04740976542
914	0.04733891413
915	0.04722934961
916	0.04715807363
917	0.04709485546
918	0.04700101912
919	0.04694605991
920	0.04687540233
921	0.04674184322
922	0.04666280746
923	0.04655942321
924	0.0464987047
925	0.04641073942
926	0.04634927958
927	0.04626242444
928	0.04616034776
929	0.04609771818
930	0.04603889585
931	0.04596526176
932	0.04589718208
933	0.04581424594
934	0.04569959641
935	0.04562916234
936	0.04556782544
937	0.04550249502
938	0.04540152475
939	0.04534227774
940	0.04527697712
941	0.04520498216
942	0.04514206201
943	0.04508220404
944	0.04502496123
945	0.04495427012
946	0.04489592835
947	0.04482842237
948	0.04477681965
949	0.04466552287
950	0.04459938407
951	0.04452822357
952	0.04447293282
953	0.04442289472
954	0.04437225685
955	0.04431390762
956	0.0442526564
957	0.04416634887
958	0.04410852492
959	0.04404718801
960	0.04398909584
961	0.04393060878
962	0.04383269697
963	0.04377409816
964	0.04367911071
965	0.04362831265
966	0.04356449097
967	0.04350642115
968	0.04345604405
969	0.04339638352
970	0.04332244396
971	0.04325016961
972	0.04319024459
973	0.04308147728
974	0.04301225767
975	0.04293115437
976	0.04286660999
977	0.04280853644
978	0.04274426773
979	0.04262818396
980	0.04256259277
981	0.04250256345
982	0.0424497053
983	0.04237543046
984	0.04232216999
985	0.04222619534
986	0.04217143357
987	0.04212137312
988	0.04206678271
989	0.0420209989
990	0.04196558148
991	0.04189855605
992	0.04184639454
993	0.04179367423
994	0.04173673689
995	0.04168398306
996	0.04161106423
997	0.04155080393
998	0.04149759933
999	0.04143251106
